B (T) - H (A/m),,,,,,,,,
Pid = 1,,,,,,,,,
Z = 0,,,,,,,,,
X = 0,,,,,,,,,
Y = 0,,,,,,,,,
,t,H x,B x,H y,B y,H z,B z,,H x
14,0.221,3.90E-02,5.32E-04,-1.78E-13,2.27E-15,0,0.00E+00,,3.90E-02
15,0.238,4.21E-02,5.76E-04,4.51E-14,7.23E-15,0,0.00E+00,,4.21E-02
16,0.255,4.53E-02,6.19E-04,4.77E-14,1.49E-15,0,0.00E+00,,4.53E-02
17,0.272,4.84E-02,6.62E-04,5.44E-14,-3.99E-16,0,0.00E+00,,4.84E-02
18,0.289,5.16E-02,7.06E-04,-3.54E-13,1.36E-15,0,0.00E+00,,5.16E-02
19,0.306,5.48E-02,7.49E-04,-4.52E-13,1.17E-15,0,0.00E+00,,5.48E-02
20,0.323,5.79E-02,7.92E-04,-3.06E-13,6.35E-15,0,0.00E+00,,5.79E-02
21,0.34,6.11E-02,8.36E-04,-4.43E-13,6.20E-15,0,0.00E+00,,6.11E-02
22,0.357,6.43E-02,8.79E-04,-1.99E-13,1.25E-14,0,0.00E+00,,6.43E-02
23,0.374,6.74E-02,9.22E-04,-2.16E-13,1.18E-14,0,0.00E+00,,6.74E-02
24,0.391,7.06E-02,9.65E-04,-2.46E-13,1.07E-14,0,0.00E+00,,7.06E-02
25,0.408,7.37E-02,1.01E-03,-2.57E-13,9.86E-15,0,0.00E+00,,7.37E-02
26,0.425,7.69E-02,1.05E-03,5.29E-14,1.32E-14,0,0.00E+00,,7.69E-02
27,0.442,8.01E-02,1.10E-03,-2.56E-14,1.57E-14,0,0.00E+00,,8.01E-02
28,0.459,8.32E-02,1.14E-03,-9.60E-14,1.37E-14,0,0.00E+00,,8.32E-02
29,0.476,8.64E-02,1.18E-03,-8.40E-14,1.38E-14,0,0.00E+00,,8.64E-02
30,0.493,8.95E-02,1.23E-03,-3.06E-13,1.11E-14,0,0.00E+00,,8.95E-02
31,0.51,9.18E-02,1.27E-03,-2.81E-13,8.39E-15,0,0.00E+00,,9.18E-02
32,0.527,9.31E-02,1.31E-03,-5.23E-13,1.22E-14,0,0.00E+00,,9.31E-02
33,0.544,9.44E-02,1.36E-03,-1.47E-13,1.51E-14,0,0.00E+00,,9.44E-02
34,0.561,9.57E-02,1.40E-03,-1.95E-13,1.13E-14,0,0.00E+00,,9.57E-02
35,0.578,9.70E-02,1.44E-03,-3.00E-13,9.29E-15,0,0.00E+00,,9.70E-02
36,0.595,9.83E-02,1.49E-03,-3.72E-13,9.02E-15,0,0.00E+00,,9.83E-02
37,0.612,9.96E-02,1.53E-03,-3.09E-13,5.61E-15,0,0.00E+00,,9.96E-02
38,0.629,0.100933,1.57E-03,-5.13E-13,5.90E-15,0,0.00E+00,,0.100933
39,0.646,0.102241,1.62E-03,-3.51E-13,5.20E-15,0,0.00E+00,,0.102241
40,0.663,0.103549,1.66E-03,-5.15E-13,1.50E-15,0,0.00E+00,,0.103549
41,0.68,0.104856,1.70E-03,-6.00E-13,-8.69E-17,0,0.00E+00,,0.104856
42,0.697,0.106164,1.75E-03,-5.96E-13,-1.43E-15,0,0.00E+00,,0.106164
43,0.714,0.107471,1.79E-03,-6.82E-13,-3.97E-15,0,0.00E+00,,0.107471
44,0.731,0.108778,1.83E-03,-7.29E-13,-2.03E-15,0,0.00E+00,,0.108778
45,0.748,0.110086,1.87E-03,-5.98E-13,3.67E-16,0,0.00E+00,,0.110086
46,0.765,0.111393,1.92E-03,-5.76E-13,1.64E-15,0,0.00E+00,,0.111393
47,0.782,0.1127,1.96E-03,-5.21E-13,1.32E-15,0,0.00E+00,,0.1127
48,0.799,0.114007,2.00E-03,-5.95E-13,-5.37E-15,0,0.00E+00,,0.114007
49,0.816,0.115313,2.05E-03,-9.03E-13,-1.27E-14,0,0.00E+00,,0.115313
50,0.833,0.11662,2.09E-03,-1.11E-12,-1.43E-14,0,0.00E+00,,0.11662
51,0.85,0.117927,2.13E-03,-1.06E-12,-9.34E-15,0,0.00E+00,,0.117927
52,0.867,0.119233,2.18E-03,-8.61E-13,-9.29E-15,0,0.00E+00,,0.119233
53,0.884,0.12054,2.22E-03,-9.75E-13,-6.45E-15,0,0.00E+00,,0.12054
54,0.901,0.121846,2.26E-03,-7.64E-13,-3.07E-15,0,0.00E+00,,0.121846
55,0.918,0.123152,2.31E-03,-7.40E-13,-6.06E-15,0,0.00E+00,,0.123152
56,0.935,0.124458,2.35E-03,-9.40E-13,-9.15E-15,0,0.00E+00,,0.124458
57,0.952,0.125765,2.39E-03,-9.71E-13,-2.19E-15,0,0.00E+00,,0.125765
58,0.969,0.12707,2.44E-03,-5.80E-13,-3.37E-15,0,0.00E+00,,0.12707
59,0.986,0.128376,2.48E-03,-9.07E-13,-1.44E-15,0,0.00E+00,,0.128376
60,1.003,0.129682,2.52E-03,-5.65E-13,-7.06E-15,0,0.00E+00,,0.129682
61,1.02,0.135501,2.60E-03,-4.05E-13,-1.82E-15,0,0.00E+00,,0.135501
62,1.037,0.144333,2.73E-03,-4.91E-13,3.12E-15,0,0.00E+00,,0.144333
63,1.054,0.153162,2.85E-03,2.25E-13,3.88E-15,0,0.00E+00,,0.153162
64,1.071,0.161986,2.97E-03,-1.87E-13,1.08E-14,0,0.00E+00,,0.161986
65,1.088,0.170807,3.09E-03,-1.36E-13,5.03E-15,0,0.00E+00,,0.170807
66,1.105,0.179625,3.21E-03,3.72E-13,9.41E-15,0,0.00E+00,,0.179625
67,1.122,0.188438,3.33E-03,1.81E-14,3.93E-15,0,0.00E+00,,0.188438
68,1.139,0.197248,3.45E-03,5.43E-13,7.73E-15,0,0.00E+00,,0.197248
69,1.156,0.203475,3.58E-03,-2.31E-13,1.48E-14,0,0.00E+00,,0.203475
70,1.173,0.207122,3.70E-03,6.87E-13,7.98E-15,0,0.00E+00,,0.207122
71,1.19,0.210769,3.82E-03,-3.24E-13,1.24E-14,0,0.00E+00,,0.210769
72,1.207,0.214416,3.94E-03,6.42E-13,5.30E-15,0,0.00E+00,,0.214416
73,1.224,0.218062,4.06E-03,-4.01E-13,3.79E-14,0,0.00E+00,,0.218062
74,1.241,0.221707,4.18E-03,2.00E-12,8.65E-14,0,0.00E+00,,0.221707
75,1.258,0.225352,4.31E-03,2.83E-12,1.11E-13,0,0.00E+00,,0.225352
76,1.275,0.228996,4.43E-03,3.50E-12,1.10E-13,0,0.00E+00,,0.228996
77,1.292,0.232639,4.55E-03,2.97E-12,7.97E-14,0,0.00E+00,,0.232639
78,1.309,0.236281,4.67E-03,1.77E-12,6.12E-14,0,0.00E+00,,0.236281
79,1.326,0.239923,4.79E-03,1.65E-12,3.86E-14,0,0.00E+00,,0.239923
80,1.343,0.243564,4.91E-03,5.79E-13,8.33E-15,0,0.00E+00,,0.243564
81,1.36,0.247204,5.03E-03,-2.40E-13,3.72E-14,0,0.00E+00,,0.247204
82,1.377,0.250843,5.16E-03,1.82E-12,6.95E-15,0,0.00E+00,,0.250843
83,1.394,0.254482,5.28E-03,-1.19E-12,1.98E-14,0,0.00E+00,,0.254482
84,1.411,0.25812,5.40E-03,1.59E-12,5.82E-14,0,0.00E+00,,0.25812
85,1.428,0.261757,5.52E-03,1.61E-12,3.36E-14,0,0.00E+00,,0.261757
86,1.445,0.265394,5.64E-03,3.28E-13,5.51E-14,0,0.00E+00,,0.265394
87,1.462,0.269029,5.76E-03,2.33E-12,6.44E-14,0,0.00E+00,,0.269029
88,1.479,0.272664,5.88E-03,1.39E-12,4.79E-14,0,0.00E+00,,0.272664
89,1.496,0.276299,6.01E-03,1.20E-12,6.34E-14,0,0.00E+00,,0.276299
90,1.513,0.279932,6.13E-03,2.13E-12,3.63E-14,0,0.00E+00,,0.279932
91,1.53,0.283565,6.25E-03,8.49E-14,2.23E-14,0,0.00E+00,,0.283565
92,1.547,0.287197,6.37E-03,8.04E-13,2.23E-14,0,0.00E+00,,0.287197
93,1.564,0.290829,6.49E-03,3.04E-13,1.37E-14,0,0.00E+00,,0.290829
94,1.581,0.294459,6.61E-03,2.16E-13,-1.48E-14,0,0.00E+00,,0.294459
95,1.598,0.298089,6.73E-03,-1.19E-12,-1.40E-15,0,0.00E+00,,0.298089
96,1.615,0.301718,6.86E-03,4.95E-13,-3.11E-14,0,0.00E+00,,0.301718
97,1.632,0.305347,6.98E-03,-2.23E-12,-5.89E-14,0,0.00E+00,,0.305347
98,1.649,0.308975,7.10E-03,-1.74E-12,-4.37E-14,0,0.00E+00,,0.308975
99,1.666,0.312602,7.22E-03,-1.30E-12,-4.77E-14,0,0.00E+00,,0.312602
100,1.683,0.316228,7.34E-03,-1.81E-12,-5.96E-14,0,0.00E+00,,0.316228
101,1.7,0.319854,7.46E-03,-2.07E-12,-9.17E-14,0,0.00E+00,,0.319854
102,1.717,0.323478,7.58E-03,-3.54E-12,-7.07E-14,0,0.00E+00,,0.323478
103,1.734,0.327103,7.71E-03,-1.42E-12,-3.27E-14,0,0.00E+00,,0.327103
104,1.751,0.330726,7.83E-03,-9.61E-13,-5.82E-14,0,0.00E+00,,0.330726
105,1.768,0.334349,7.95E-03,-2.60E-12,-7.72E-14,0,0.00E+00,,0.334349
106,1.785,0.337971,8.07E-03,-2.43E-12,-5.77E-14,0,0.00E+00,,0.337971
107,1.802,0.341592,8.19E-03,-1.53E-12,6.86E-15,0,0.00E+00,,0.341592
108,1.819,0.345212,8.31E-03,1.17E-12,4.83E-14,0,0.00E+00,,0.345212
109,1.836,0.348832,8.43E-03,1.41E-12,6.16E-14,0,0.00E+00,,0.348832
110,1.853,0.352451,8.56E-03,1.92E-12,9.19E-14,0,0.00E+00,,0.352451
111,1.87,0.35607,8.68E-03,3.13E-12,2.62E-14,0,0.00E+00,,0.35607
112,1.887,0.359687,8.80E-03,-1.11E-12,6.40E-14,0,0.00E+00,,0.359687
113,1.904,0.363304,8.92E-03,3.82E-12,8.43E-14,0,0.00E+00,,0.363304
114,1.921,0.366921,9.04E-03,1.39E-12,1.19E-13,0,0.00E+00,,0.366921
115,1.938,0.370536,9.16E-03,4.89E-12,1.39E-13,0,0.00E+00,,0.370536
116,1.955,0.374151,9.29E-03,3.47E-12,1.77E-13,0,0.00E+00,,0.374151
117,1.972,0.377765,9.41E-03,6.43E-12,2.03E-13,0,0.00E+00,,0.377765
118,1.989,0.381378,9.53E-03,5.67E-12,1.90E-13,0,0.00E+00,,0.381378
119,2.006,0.384991,9.65E-03,5.55E-12,2.47E-13,0,0.00E+00,,0.384991
120,2.023,0.388603,9.81E-03,8.55E-12,2.68E-13,0,0.00E+00,,0.388603
121,2.04,0.393818,9.98E-03,7.52E-12,2.32E-13,0,0.00E+00,,0.393818
122,2.057,0.399032,1.02E-02,6.37E-12,2.13E-13,0,0.00E+00,,0.399032
123,2.074,0.404244,1.03E-02,6.23E-12,2.22E-13,0,0.00E+00,,0.404244
124,2.091,0.409455,1.05E-02,6.77E-12,2.18E-13,0,0.00E+00,,0.409455
125,2.108,0.414664,1.07E-02,6.20E-12,2.52E-13,0,0.00E+00,,0.414664
126,2.125,0.419871,1.09E-02,8.34E-12,3.04E-13,0,0.00E+00,,0.419871
127,2.142,0.425078,1.10E-02,9.53E-12,2.50E-13,0,0.00E+00,,0.425078
128,2.159,0.430282,1.12E-02,5.87E-12,2.39E-13,0,0.00E+00,,0.430282
129,2.176,0.435485,1.14E-02,7.89E-12,3.05E-13,0,0.00E+00,,0.435485
130,2.193,0.440687,1.16E-02,9.83E-12,3.57E-13,0,0.00E+00,,0.440687
131,2.21,0.445887,1.17E-02,1.12E-11,3.07E-13,0,0.00E+00,,0.445887
132,2.227,0.451086,1.19E-02,7.63E-12,2.36E-13,0,0.00E+00,,0.451086
133,2.244,0.456284,1.21E-02,6.48E-12,2.37E-13,0,0.00E+00,,0.456284
134,2.261,0.461479,1.23E-02,7.35E-12,2.46E-13,0,0.00E+00,,0.461479
135,2.278,0.466674,1.24E-02,7.16E-12,2.17E-13,0,0.00E+00,,0.466674
136,2.295,0.471867,1.26E-02,5.82E-12,2.17E-13,0,0.00E+00,,0.471867
137,2.312,0.477058,1.28E-02,6.80E-12,2.52E-13,0,0.00E+00,,0.477058
138,2.329,0.482248,1.30E-02,7.87E-12,2.26E-13,0,0.00E+00,,0.482248
139,2.346,0.487437,1.31E-02,5.79E-12,2.96E-13,0,0.00E+00,,0.487437
140,2.363,0.492624,1.33E-02,1.09E-11,3.38E-13,0,0.00E+00,,0.492624
141,2.38,0.497809,1.35E-02,9.40E-12,2.93E-13,0,0.00E+00,,0.497809
142,2.397,0.502993,1.37E-02,8.10E-12,3.24E-13,0,0.00E+00,,0.502993
143,2.414,0.508176,1.38E-02,1.06E-11,3.11E-13,0,0.00E+00,,0.508176
144,2.431,0.513357,1.40E-02,8.17E-12,2.33E-13,0,0.00E+00,,0.513357
145,2.448,0.518537,1.42E-02,5.91E-12,2.19E-13,0,0.00E+00,,0.518537
146,2.465,0.523715,1.44E-02,6.76E-12,2.84E-13,0,0.00E+00,,0.523715
147,2.482,0.528892,1.45E-02,9.51E-12,2.87E-13,0,0.00E+00,,0.528892
148,2.499,0.534068,1.47E-02,7.72E-12,2.78E-13,0,0.00E+00,,0.534068
149,2.516,0.539241,1.49E-02,8.49E-12,3.25E-13,0,0.00E+00,,0.539241
150,2.533,0.544414,1.51E-02,1.04E-11,3.39E-13,0,0.00E+00,,0.544414
151,2.55,0.549585,1.52E-02,9.75E-12,3.66E-13,0,0.00E+00,,0.549585
152,2.567,0.554755,1.54E-02,1.16E-11,3.39E-13,0,0.00E+00,,0.554755
153,2.584,0.559923,1.56E-02,8.88E-12,3.66E-13,0,0.00E+00,,0.559923
154,2.601,0.565089,1.58E-02,1.22E-11,3.89E-13,0,0.00E+00,,0.565089
155,2.618,0.570255,1.59E-02,1.11E-11,3.57E-13,0,0.00E+00,,0.570255
156,2.635,0.575418,1.61E-02,1.02E-11,3.57E-13,0,0.00E+00,,0.575418
157,2.652,0.580581,1.63E-02,1.08E-11,2.13E-13,0,0.00E+00,,0.580581
158,2.669,0.585742,1.65E-02,2.96E-12,6.09E-14,0,0.00E+00,,0.585742
159,2.686,0.590901,1.66E-02,6.70E-13,7.18E-14,0,0.00E+00,,0.590901
160,2.703,0.596059,1.68E-02,2.82E-12,9.83E-14,0,0.00E+00,,0.596059
161,2.72,0.601216,1.70E-02,2.67E-12,5.60E-14,0,0.00E+00,,0.601216
162,2.737,0.606371,1.72E-02,6.19E-13,1.49E-13,0,0.00E+00,,0.606371
163,2.754,0.611525,1.73E-02,6.81E-12,1.28E-13,0,0.00E+00,,0.611525
164,2.771,0.616677,1.75E-02,1.42E-12,6.55E-14,0,0.00E+00,,0.616677
165,2.788,0.621828,1.77E-02,1.95E-12,8.85E-14,0,0.00E+00,,0.621828
166,2.805,0.626978,1.79E-02,2.76E-12,1.57E-13,0,0.00E+00,,0.626978
167,2.822,0.632126,1.81E-02,5.71E-12,2.02E-13,0,0.00E+00,,0.632126
168,2.839,0.637272,1.82E-02,5.99E-12,1.01E-13,0,0.00E+00,,0.637272
169,2.856,0.642417,1.84E-02,5.92E-13,3.85E-14,0,0.00E+00,,0.642417
170,2.873,0.647561,1.86E-02,1.14E-12,2.09E-15,0,0.00E+00,,0.647561
171,2.89,0.652704,1.88E-02,-1.10E-12,3.65E-14,0,0.00E+00,,0.652704
172,2.907,0.657844,1.89E-02,2.23E-12,8.47E-14,0,0.00E+00,,0.657844
173,2.924,0.662984,1.91E-02,2.37E-12,-3.89E-14,0,0.00E+00,,0.662984
174,2.941,0.668122,1.93E-02,-4.08E-12,1.61E-15,0,0.00E+00,,0.668122
175,2.958,0.673259,1.95E-02,2.53E-12,8.85E-14,0,0.00E+00,,0.673259
176,2.975,0.678394,1.96E-02,2.35E-12,1.69E-13,0,0.00E+00,,0.678394
177,2.992,0.683528,1.98E-02,6.64E-12,7.70E-14,0,0.00E+00,,0.683528
178,3.009,0.68866,2.00E-02,-1.10E-12,7.39E-14,0,0.00E+00,,0.68866
179,3.026,0.693791,2.02E-02,4.16E-12,2.09E-13,0,0.00E+00,,0.693791
180,3.043,0.699436,2.04E-02,7.39E-12,1.65E-13,0,0.00E+00,,0.699436
181,3.06,0.705079,2.06E-02,2.90E-12,2.10E-13,0,0.00E+00,,0.705079
182,3.077,0.71072,2.07E-02,8.32E-12,2.57E-13,0,0.00E+00,,0.71072
183,3.094,0.71636,2.09E-02,6.95E-12,2.14E-13,0,0.00E+00,,0.71636
184,3.111,0.721998,2.11E-02,5.66E-12,1.15E-13,0,0.00E+00,,0.721998
185,3.128,0.727634,2.13E-02,1.48E-12,5.28E-14,0,0.00E+00,,0.727634
186,3.145,0.733269,2.15E-02,1.23E-12,8.64E-14,0,0.00E+00,,0.733269
187,3.162,0.738902,2.17E-02,3.13E-12,-4.91E-14,0,0.00E+00,,0.738902
188,3.179,0.744533,2.19E-02,-5.15E-12,-1.06E-13,0,0.00E+00,,0.744533
189,3.196,0.750162,2.21E-02,-2.27E-12,-1.18E-13,0,0.00E+00,,0.750162
190,3.213,0.75579,2.23E-02,-4.91E-12,-2.58E-13,0,0.00E+00,,0.75579
191,3.23,0.761416,2.25E-02,-1.02E-11,-3.09E-13,0,0.00E+00,,0.761416
192,3.247,0.76704,2.27E-02,-9.14E-12,-4.06E-13,0,0.00E+00,,0.76704
193,3.264,0.772663,2.29E-02,-1.49E-11,-4.01E-13,0,0.00E+00,,0.772663
194,3.281,0.778284,2.31E-02,-1.06E-11,-3.84E-13,0,0.00E+00,,0.778284
195,3.298,0.783903,2.33E-02,-1.27E-11,-3.83E-13,0,0.00E+00,,0.783903
196,3.315,0.789521,2.35E-02,-1.12E-11,-4.95E-13,0,0.00E+00,,0.789521
197,3.332,0.795137,2.36E-02,-1.80E-11,-5.37E-13,0,0.00E+00,,0.795137
198,3.349,0.800751,2.38E-02,-1.53E-11,-6.41E-13,0,0.00E+00,,0.800751
199,3.366,0.806364,2.40E-02,-2.25E-11,-7.59E-13,0,0.00E+00,,0.806364
200,3.383,0.811975,2.42E-02,-2.36E-11,-8.04E-13,0,0.00E+00,,0.811975
201,3.4,0.817584,2.44E-02,-2.51E-11,-1.04E-12,0,0.00E+00,,0.817584
202,3.417,0.823191,2.46E-02,-3.63E-11,-1.02E-12,0,0.00E+00,,0.823191
203,3.434,0.828797,2.48E-02,-2.70E-11,-8.72E-13,0,0.00E+00,,0.828797
204,3.451,0.834402,2.50E-02,-2.61E-11,-8.70E-13,0,0.00E+00,,0.834402
205,3.468,0.840004,2.52E-02,-2.66E-11,-9.07E-13,0,0.00E+00,,0.840004
206,3.485,0.845605,2.54E-02,-2.81E-11,-8.99E-13,0,0.00E+00,,0.845605
207,3.502,0.851204,2.56E-02,-2.67E-11,-8.39E-13,0,0.00E+00,,0.851204
208,3.519,0.856802,2.58E-02,-2.46E-11,-8.01E-13,0,0.00E+00,,0.856802
209,3.536,0.862398,2.60E-02,-2.41E-11,-7.65E-13,0,0.00E+00,,0.862398
210,3.553,0.867992,2.62E-02,-2.26E-11,-6.15E-13,0,0.00E+00,,0.867992
211,3.57,0.873585,2.63E-02,-1.59E-11,-5.10E-13,0,0.00E+00,,0.873585
212,3.587,0.879176,2.65E-02,-1.52E-11,-5.70E-13,0,0.00E+00,,0.879176
213,3.604,0.884765,2.67E-02,-1.88E-11,-7.46E-13,0,0.00E+00,,0.884765
214,3.621,0.890353,2.69E-02,-2.52E-11,-8.08E-13,0,0.00E+00,,0.890353
215,3.638,0.895939,2.71E-02,-2.39E-11,-7.60E-13,0,0.00E+00,,0.895939
216,3.655,0.901524,2.73E-02,-2.24E-11,-8.19E-13,0,0.00E+00,,0.901524
217,3.672,0.907106,2.75E-02,-2.64E-11,-7.97E-13,0,0.00E+00,,0.907106
218,3.689,0.912688,2.77E-02,-2.24E-11,-7.29E-13,0,0.00E+00,,0.912688
219,3.706,0.918267,2.79E-02,-2.17E-11,-7.38E-13,0,0.00E+00,,0.918267
220,3.723,0.923845,2.81E-02,-2.27E-11,-8.18E-13,0,0.00E+00,,0.923845
221,3.74,0.929421,2.83E-02,-2.61E-11,-7.85E-13,0,0.00E+00,,0.929421
222,3.757,0.934996,2.85E-02,-2.20E-11,-6.86E-13,0,0.00E+00,,0.934996
223,3.774,0.940569,2.87E-02,-1.98E-11,-6.24E-13,0,0.00E+00,,0.940569
224,3.791,0.94614,2.89E-02,-1.82E-11,-5.32E-13,0,0.00E+00,,0.94614
225,3.808,0.95171,2.91E-02,-1.46E-11,-5.32E-13,0,0.00E+00,,0.95171
226,3.825,0.957278,2.92E-02,-1.71E-11,-5.05E-13,0,0.00E+00,,0.957278
227,3.842,0.962844,2.94E-02,-1.39E-11,-4.98E-13,0,0.00E+00,,0.962844
228,3.859,0.968409,2.96E-02,-1.57E-11,-6.02E-13,0,0.00E+00,,0.968409
229,3.876,0.973972,2.98E-02,-1.98E-11,-5.64E-13,0,0.00E+00,,0.973972
230,3.893,0.979534,3.00E-02,-1.50E-11,-6.00E-13,0,0.00E+00,,0.979534
231,3.91,0.985094,3.02E-02,-2.01E-11,-5.45E-13,0,0.00E+00,,0.985094
232,3.927,0.990652,3.04E-02,-1.38E-11,-4.63E-13,0,0.00E+00,,0.990652
233,3.944,0.996209,3.06E-02,-1.40E-11,-6.85E-13,0,0.00E+00,,0.996209
234,3.961,1.001764,3.08E-02,-2.51E-11,-7.62E-13,0,0.00E+00,,1.001764
235,3.978,1.007317,3.10E-02,-2.13E-11,-7.40E-13,0,0.00E+00,,1.007317
236,3.995,1.012869,3.12E-02,-2.28E-11,-7.81E-13,0,0.00E+00,,1.012869
237,4.012,1.01842,3.14E-02,-2.39E-11,-7.66E-13,0,0.00E+00,,1.01842
238,4.029,1.023968,3.15E-02,-2.23E-11,-7.12E-13,0,0.00E+00,,1.023968
239,4.046,1.028784,3.17E-02,-2.07E-11,-5.66E-13,0,0.00E+00,,1.028784
240,4.063,1.0336,3.19E-02,-1.43E-11,-4.71E-13,0,0.00E+00,,1.0336
241,4.08,1.038414,3.20E-02,-1.39E-11,-4.56E-13,0,0.00E+00,,1.038414
242,4.097,1.043227,3.22E-02,-1.34E-11,-4.85E-13,0,0.00E+00,,1.043227
243,4.114,1.048039,3.24E-02,-1.52E-11,-6.85E-13,0,0.00E+00,,1.048039
244,4.131,1.052849,3.25E-02,-2.42E-11,-9.24E-13,0,0.00E+00,,1.052849
245,4.148,1.057658,3.27E-02,-3.01E-11,-1.07E-12,0,0.00E+00,,1.057658
246,4.165,1.062466,3.29E-02,-3.35E-11,-1.20E-12,0,0.00E+00,,1.062466
247,4.182,1.067273,3.30E-02,-3.75E-11,-1.13E-12,0,0.00E+00,,1.067273
248,4.199,1.072079,3.32E-02,-3.12E-11,-1.15E-12,0,0.00E+00,,1.072079
249,4.216,1.076884,3.34E-02,-3.69E-11,-1.19E-12,0,0.00E+00,,1.076884
250,4.233,1.081687,3.35E-02,-3.48E-11,-1.11E-12,0,0.00E+00,,1.081687
251,4.25,1.086489,3.37E-02,-3.23E-11,-1.23E-12,0,0.00E+00,,1.086489
252,4.267,1.09129,3.39E-02,-3.99E-11,-9.94E-13,0,0.00E+00,,1.09129
253,4.284,1.09609,3.40E-02,-2.25E-11,-1.16E-12,0,0.00E+00,,1.09609
254,4.301,1.100888,3.42E-02,-4.29E-11,-1.46E-12,0,0.00E+00,,1.100888
255,4.318,1.105685,3.44E-02,-4.40E-11,-1.44E-12,0,0.00E+00,,1.105685
256,4.335,1.110482,3.46E-02,-4.25E-11,-1.49E-12,0,0.00E+00,,1.110482
257,4.352,1.115276,3.47E-02,-4.59E-11,-1.41E-12,0,0.00E+00,,1.115276
258,4.369,1.12007,3.49E-02,-3.93E-11,-1.41E-12,0,0.00E+00,,1.12007
259,4.386,1.124863,3.51E-02,-4.39E-11,-1.56E-12,0,0.00E+00,,1.124863
260,4.403,1.129654,3.52E-02,-4.82E-11,-1.46E-12,0,0.00E+00,,1.129654
261,4.42,1.134444,3.54E-02,-4.03E-11,-1.47E-12,0,0.00E+00,,1.134444
262,4.437,1.139233,3.56E-02,-4.62E-11,-1.52E-12,0,0.00E+00,,1.139233
263,4.454,1.144021,3.57E-02,-4.47E-11,-1.38E-12,0,0.00E+00,,1.144021
264,4.471,1.148808,3.59E-02,-3.89E-11,-1.56E-12,0,0.00E+00,,1.148808
265,4.488,1.153593,3.61E-02,-5.18E-11,-1.59E-12,0,0.00E+00,,1.153593
266,4.505,1.158378,3.62E-02,-4.47E-11,-1.67E-12,0,0.00E+00,,1.158378
267,4.522,1.163161,3.64E-02,-5.33E-11,-1.85E-12,0,0.00E+00,,1.163161
268,4.539,1.167943,3.66E-02,-5.69E-11,-1.89E-12,0,0.00E+00,,1.167943
269,4.556,1.172724,3.67E-02,-5.62E-11,-1.98E-12,0,0.00E+00,,1.172724
270,4.573,1.177503,3.69E-02,-6.13E-11,-2.35E-12,0,0.00E+00,,1.177503
271,4.59,1.182282,3.71E-02,-7.66E-11,-2.46E-12,0,0.00E+00,,1.182282
272,4.607,1.187059,3.72E-02,-7.14E-11,-2.27E-12,0,0.00E+00,,1.187059
273,4.624,1.191835,3.74E-02,-6.54E-11,-2.20E-12,0,0.00E+00,,1.191835
274,4.641,1.19661,3.76E-02,-6.55E-11,-2.14E-12,0,0.00E+00,,1.19661
275,4.658,1.201383,3.77E-02,-6.25E-11,-2.23E-12,0,0.00E+00,,1.201383
276,4.675,1.206156,3.79E-02,-6.93E-11,-2.20E-12,0,0.00E+00,,1.206156
277,4.692,1.210927,3.81E-02,-6.29E-11,-2.24E-12,0,0.00E+00,,1.210927
278,4.709,1.215698,3.82E-02,-6.94E-11,-2.20E-12,0,0.00E+00,,1.215698
279,4.726,1.220467,3.84E-02,-6.27E-11,-2.22E-12,0,0.00E+00,,1.220467
280,4.743,1.225235,3.86E-02,-6.86E-11,-2.28E-12,0,0.00E+00,,1.225235
281,4.76,1.230001,3.87E-02,-6.72E-11,-2.59E-12,0,0.00E+00,,1.230001
282,4.777,1.234767,3.89E-02,-8.43E-11,-2.55E-12,0,0.00E+00,,1.234767
283,4.794,1.239531,3.91E-02,-7.00E-11,-2.44E-12,0,0.00E+00,,1.239531
284,4.811,1.244295,3.92E-02,-7.43E-11,-2.44E-12,0,0.00E+00,,1.244295
285,4.828,1.249057,3.94E-02,-7.12E-11,-2.65E-12,0,0.00E+00,,1.249057
286,4.845,1.253818,3.96E-02,-8.40E-11,-2.77E-12,0,0.00E+00,,1.253818
287,4.862,1.258577,3.97E-02,-8.13E-11,-2.61E-12,0,0.00E+00,,1.258577
288,4.879,1.263336,3.99E-02,-7.50E-11,-2.55E-12,0,0.00E+00,,1.263336
289,4.896,1.268094,4.01E-02,-7.63E-11,-2.46E-12,0,0.00E+00,,1.268094
290,4.913,1.27285,4.03E-02,-7.07E-11,-2.67E-12,0,0.00E+00,,1.27285
291,4.93,1.277605,4.04E-02,-8.52E-11,-2.65E-12,0,0.00E+00,,1.277605
292,4.947,1.282359,4.06E-02,-7.43E-11,-2.42E-12,0,0.00E+00,,1.282359
293,4.964,1.287112,4.08E-02,-7.01E-11,-2.34E-12,0,0.00E+00,,1.287112
294,4.981,1.291864,4.09E-02,-6.91E-11,-2.21E-12,0,0.00E+00,,1.291864
295,4.998,1.296614,4.11E-02,-6.29E-11,-2.18E-12,0,0.00E+00,,1.296614
296,5.015,1.301364,4.12E-02,-6.60E-11,-2.14E-12,0,0.00E+00,,1.301364
297,5.032,1.30495,4.13E-02,-6.23E-11,-2.01E-12,0,0.00E+00,,1.30495
298,5.049,1.307754,4.14E-02,-5.82E-11,-1.89E-12,0,0.00E+00,,1.307754
299,5.066,1.310558,4.15E-02,-5.48E-11,-2.06E-12,0,0.00E+00,,1.310558
